log_domestic_box_office,log_worldwide_box_office,log_max_theaters,log_opening_theaters,log_budget,log_opening_weekend,release_year,release_month,running_time_minutes,is_franchise,mpaa_rating,genre,source,production_method,creative_type
18.941159694074017,19.790803407714566,8.390041405755754,8.390041405755754,19.11382792951231,18.02026771258623,2022.0,10.0,124.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
18.92817382897441,20.445768719966505,8.144679183447758,8.133000218583613,19.11382792951231,17.99354677772206,2009.0,11.0,158.0,0,PG-13,Adventure,Original Screenplay,Live Action,Science Fiction
18.920669449863055,19.811295160182212,8.316544717929398,8.316544717929398,19.11382792951231,18.082367894442058,2021.0,11.0,156.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
18.88790490154306,20.290103692734093,8.33423142973486,8.33423142973486,19.11382792951231,17.945272214513572,2018.0,11.0,134.0,1,PG-13,Adventure,Spin-Off,"Animation,Live Action",Fantasy
18.85523009511473,19.999308331597188,8.314097335405807,8.3030093814735,19.11382792951231,17.203367010519308,2023.0,6.0,102.0,0,PG,Adventure,Original Screenplay,Digital Animation,Kids Fiction
18.646400733397602,19.716754382729643,8.189522110748094,8.169336395928386,19.11382792951231,17.56638759683189,2009.0,5.0,116.0,1,PG-13,Action,Original Screenplay,Live Action,Science Fiction
18.58879509633301,19.204025169148686,8.35608503102148,8.35608503102148,19.11382792951231,17.73902650578855,2022.0,6.0,110.0,1,PG,Adventure,Spin-Off,Digital Animation,Kids Fiction
18.57757779476231,19.164852751865812,8.368925174747135,8.368925174747135,19.11382792951231,17.371393676285248,2021.0,7.0,90.0,0,PG-13,Adventure,Based on Theme Park Ride,"Animation,Live Action",Historical Fiction
18.57426989186437,19.207024476724204,8.247220052745229,8.247220052745229,19.11382792951231,17.789085830107368,2011.0,6.0,113.0,0,PG-13,Action,Based on Comic/Graphic Novel,"Animation,Live Action",Super Hero
18.499191583530244,19.419353014301766,8.356319965828153,8.351138607086154,19.11382792951231,17.823637609819418,2023.0,6.0,144.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
18.39022937148851,19.04069493383272,8.302265794873367,8.302265794873367,19.11382792951231,17.284557006106656,2024.0,11.0,123.0,0,PG-13,Action,Original Screenplay,Live Action,Contemporary Fiction
18.37830384327518,19.824694301277447,8.353732642263202,8.344980368770571,19.11382792951231,17.556775064031527,2022.0,4.0,107.0,1,PG-13,Adventure,Spin-Off,"Animation,Live Action",Fantasy
18.32372565903309,19.63369161264786,8.20166019080868,8.20166019080868,19.11382792951231,17.219878242235545,2010.0,5.0,115.0,0,PG-13,Action,Based on Game,Live Action,Fantasy
18.0355400240583,18.868137843467416,8.239329427901795,8.19671240721307,19.11382792951231,16.961972924947403,2023.0,10.0,206.0,0,R,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction
18.002828860519294,19.32229183925578,8.222016437202196,8.222016437202196,19.11382792951231,17.306802998843743,2019.0,6.0,114.0,1,PG-13,Action,Based on Fiction Book/Short Story,Live Action,Super Hero
17.973984526397846,19.296457392230163,8.268988209506656,8.268988209506656,19.11382792951231,16.79603929118995,2023.0,11.0,92.0,0,PG,Adventure,Original Screenplay,Digital Animation,Kids Fiction
17.9354440139236,18.708544814841424,8.368925174747135,8.368925174747135,19.11382792951231,17.482140875517306,2020.0,2.0,114.0,0,PG,Adventure,Original Screenplay,Digital Animation,Kids Fiction
17.93494401197135,19.19962553476837,8.160803920954665,8.160803920954665,19.11382792951231,16.842687621157282,2023.0,11.0,158.0,0,R,Drama,Based on Real Life Events,Live Action,Dramatization
17.661415918762046,18.948959395690178,7.704811922932594,7.674152921281675,19.11382792951231,16.631036516023247,2020.0,12.0,151.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
17.626768605298953,18.3820867759533,8.201934351194222,8.190354403763262,19.11382792951231,16.676198351897604,2024.0,1.0,135.0,0,PG-13,Action,Original Screenplay,Live Action,Contemporary Fiction
19.68025061852213,20.839976368787244,8.32069157104845,8.316055720364643,19.088510121656228,18.3989755411066,2011.0,6.0,154.0,1,PG-13,Action,Based on TV,"Animation,Live Action",Science Fiction
18.873930749213585,19.9005605028403,8.210939733379021,8.210396255104774,19.088510121656228,17.92712947238756,2023.0,6.0,127.0,1,PG-13,Action,Based on TV,"Animation,Live Action",Science Fiction
18.198800469368,19.831555286952288,8.3030093814735,8.3030093814735,19.088510121656228,17.270829138387263,2017.0,6.0,107.0,1,PG-13,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction
17.992779886121884,19.102198585112838,8.167919362957816,8.167919362957816,19.088510121656228,17.11880940291465,2013.0,2.0,113.0,0,PG-13,Adventure,Based on Folk Tale/Legend/Fairytale,"Animation,Live Action",Fantasy
19.68199850421819,21.13669009680595,8.299783171949787,8.29529885950246,19.06253463538792,18.80721472369881,2015.0,4.0,137.0,1,PG-13,Action,Original Screenplay,Live Action,Contemporary Fiction
